Type,SKU,Name,Published,Visibility in catalog,Short description,Description,Categories,Industries,Category Folder,Product Folder,Images,Regular price,Upsells,Meta: _related_products_source,ACF:banner_image,ACF:hi_left_image,ACF:highlights_content,ACF:right_side_image,ACF_Repeater:Spec_Titles,ACF_Repeater:Spec_Descriptions,ACF:document_content,Name,ACF_Repeater:Document_Names,ACF_Repeater:Document_Files,ACF:faq_content,ACF_Repeater:FAQ_Questions,ACF_Repeater:FAQ_Answers
simple,SKU-ADV-01,AF Single Point Load Cell,1,visible,"The Laumas AF is a miniature stainless steel single-point load cell designed for compact 150 to 150 mm platforms, available in capacities of 5, 15, and 50 kg with IP65 protection. Built from AISI 420 stainless steel with ATEX/IECEx options, it delivers reliable off-center load compensation in a small footprint ideal for benchtop and light-duty industrial scales.","<p> AF single-point load cell is a precision Italian-engineered miniature weighing sensor designed to fit directly beneath small platforms of up to 150 - 150 mm. A single-point (also called off-center) load cell measures the total load applied anywhere across the platform surface accurately, without requiring multiple sensors. The AF's AISI 420 stainless steel construction provides durability and corrosion resistance, while its compact dimensions make it the first choice for OEM integrators building small benchtop, retail, or laboratory scales. Available with ATEX/IECEx certification for hazardous locations, the AF delivers consistent, reliable performance across a wide range of light-duty industrial and commercial weighing tasks.</p>
 <p><strong>Most Common Applications:</strong> Compact bench scales, retail counter scales, postal scales, laboratory balances, OEM platform scales, medical device weighing.</p>",Load Cells & Force Sensors > Single Point Load Cells," Retail & Commerce, Food & Beverage, Pharmaceutical, Laboratory & Scientific, Packaging, Manufacturing",https://www.massload.com/wp-content/uploads/2026/03/AF-Single-Point-Load-Cell.jpg,,"SKU-002, SKU-003",woocommerce,,,"<p><ul>
 <li><strong>Miniature Form Factor:</strong> Engineered specifically for 150 - 150 mm platforms, making it the ideal choice for compact bench scales, small retail scales, and OEM miniature weighing systems.</li>
 <li><strong>AISI 420 Stainless Steel Construction:</strong> Corrosion-resistant stainless steel body suited for demanding environments, including light washdown and humid conditions.</li>
 <li><strong>IP65 Protection Rating:</strong> Sealed against dust ingress and low-pressure water jets, ensuring reliable operation in workshop and light industrial environments.</li>
 <li><strong>ATEX / IECEx Certified Options:</strong> Available in explosion-proof versions for use in hazardous areas, broadening its suitability to chemical and pharmaceutical production environments.</li>
 <li><strong>Combined Error ±0.05%:</strong> Accurate off-center load compensation in a miniature package, supporting precise measurement even when loads are not perfectly centered.</li>
 </ul></p>",,Capacities|Accuracy|Safe Overload|Ultimate Overload|Full Scale|Output|Maximum Excitation|Operating Temperature|Compensated Temperature|Sealing Standard|Non Linearity|Material|Protective Coating|Bridge Resistance ,"5 kg, 15 kg, 50 kg|< ±0.05%|150% of full scale|300% of full scale|2 mV/V ±10%|10V DC|-10°C to +40°C (compensated)|-10°C to +40°C |IP65|<±0.05% FS|AISI 420 Stainless Steel|Stainless steel (no additional coating)|350 Ohm",<p>Not sure if it’s the right fit? Start with the specs below. <p>,AF Single Point Load Cell,Datasheet|Installation Guidelines,https://www.massload.com/wp-content/uploads/2026/03/Laumas-AF_DataSheet.pdf|https://www.massload.com/wp-content/uploads/2026/03/AF_InstallationGuidelines.pdf,Frequently Asked Questions,,
simple,SKU-ADV-02,AS Single Point Load Cell,1,visible,"The Laumas AS is an ultra-low-capacity miniature aluminum single-point load cell for 200 to 200 mm platforms, offering capacities of 0.25, 0.5, and 1 kg with IP65 protection and OIML R60 C3 certification. It is purpose-built for precision micro-weighing applications such as laboratory balances, medical devices, and micro-dosing systems.","<p>AS is a high-precision miniature single-point load cell designed for ultra-low-capacity weighing applications where accuracy and compactness are paramount. With a 200 Ã— 200 mm maximum platform size and capacity range from just 250 grams to 1 kg, it serves precision instrumentation that requires exact measurement of very small loads. Constructed from anodized aluminum alloy and rated IP65, the AS is well-suited for clean environments such as laboratories and pharmaceutical production lines. Its OIML R60 C3 accuracy class compliance and CE/UKCA certifications make it appropriate for both commercial and regulated weighing applications worldwide.</p>
<p><strong>Most Common Applications:</strong> Laboratory balances, micro-dosing systems, medical weighing devices, small postal and jewelry scales, precision check-weighers.</p>",Load Cells & Force Sensors > Single Point Load Cells,"Laboratory & Scientific, Pharmaceutical, Medical, Jewelry & Precious Metals, Food & Beverage (micro-dosing)",https://www.massload.com/wp-content/uploads/2026/03/AS-Load-Cell-Single-Point.jpg,,,woocommerce,,,"<p><ul>
 <li><strong>Ultra-Low Capacities:</strong> Available in 0.25 kg, 0.5 kg, and 1 kg ratings, making it one of the lowest-capacity single-point load cells in the Laumas range for precision micro-weighing applications.</li>
 <li><strong>Anodized Aluminum Alloy Construction:</strong> Lightweight and corrosion-resistant anodized aluminum body, ideal for clean-environment laboratory and medical weighing instruments.</li>
 <li><strong>OIML R60 C3 Certified:</strong> Meets international legal-for-trade accuracy standards, ensuring reliable performance in regulated precision weighing environments.</li>
 <li><strong>IP65 Protection Rating:</strong> Dust-tight and protected against low-pressure water spray, suitable for clean industrial, laboratory, and pharmaceutical settings.</li>
 <li><strong>ATEX / IECEx Available:</strong> Explosion-proof certified versions available on request for use in classified hazardous areas in chemical and pharmaceutical industries.</li>
 </ul></p>",,Capacities|Accuracy|Safe Overload|Ultimate Overload|Full Scale|Output|Maximum Excitation|Operating Temperature|Compensated Temperature|Sealing Standard|Non Linearity|Material|Protective Coating|Bridge Resistance ,,<p>Not sure if it’s the right fit? Start with the specs below. <p>,AS Single Point Load Cell,Datasheet|Installation Guidelines,https://www.massload.com/wp-content/uploads/2026/03/Laumas-AS_DataSheet.pdf| https://www.massload.com/wp-content/uploads/2026/03/AS_InstallationGuideline.pdf,,,
simple,SKU-ADV-03,ALL Single Point Load Cell,1,visible,"The Laumas ALL is an aluminum alloy single-point load cell for 250 Ã— 350 mm platforms, available in capacities from 3 to 50 kg with OIML R60 C3/C4/C5 certification and IP65 protection. Engineered in Italy to the highest accuracy classes, it is an excellent choice for compact precision platform scales and check-weighing applications.","<p> The ALL single-point load cell combines multi-accuracy-class OIML R60 certification (C3/C4/C5) with an efficient aluminum alloy design tailored for compact rectangular platforms up to 250 - 350 mm. A single load cell placed beneath the center of the platform measures the total weight accurately regardless of where on the platform surface the load is placed, simplifying scale construction and reducing cost. Its top-level C5 accuracy class makes it suitable for high-precision applications such as certified check-weighers, counting scales, and trade-approved compact platforms. ATEX/IECEx versions extend its reach into hazardous industrial environments.</p>
<p><strong>Most Common Applications:</strong> Compact platform and bench scales, check-weighing systems, counting scales, retail trade scales, OEM precision scale manufacturing.</p>",Load Cells & Force Sensors > Single Point Load Cells,"Retail & Commerce, Food & Beverage, Pharmaceutical, Manufacturing, Logistics & Warehousing, Laboratory",https://www.massload.com/wp-content/uploads/2026/03/All-SinglePoint-LoadCell.jpg,,,woocommerce,,,"<p> <ul>
 <li><strong>High Accuracy Classes C3/C4/C5:</strong> Achieves OIML R60 C3, C4, and C5 accuracy classifications with a combined error of ±0.02% (0.017% C4; 0.014% C5), delivering precision performance for legal-for-trade and certified weighing applications.</li>
 <li><strong>250 - 350 mm Platform Compatibility:</strong> Designed for medium-small rectangular platforms, offering flexibility for a variety of compact scale configurations and OEM designs.</li>
 <li><strong>Aluminum Alloy Construction:</strong> Lightweight yet durable aluminum body reduces the tare weight of the scale and simplifies installation in portable and fixed platform applications.</li>
 <li><strong>IP65 Protection Rating:</strong> Sealed against dust and low-pressure water jets, making it suitable for light industrial, food service, and commercial weighing environments.</li>
 <li><strong>ATEX / IECEx Available:</strong> Hazardous area certified versions available for use in explosive atmosphere environments across chemical, pharmaceutical, and oil & gas industries.</li>
 </ul></p>",,Capacities|Accuracy|Safe Overload|Ultimate Overload|Full Scale|Output|Maximum Excitation|Operating Temperature|Compensated Temperature|Sealing Standard|Non Linearity|Material|Protective Coating|Bridge Resistance ,,<p>Not sure if it’s the right fit? Start with the specs below. <p>,ALL Single Point Load Cell,Datasheet|Installation Guidelines,https://www.massload.com/wp-content/uploads/2026/03/Laumas-ALL_DataSheet.pdf| https://www.massload.com/wp-content/uploads/2026/03/ALL_InstallationGuidelines.pdf,,,
simple,SKU-ADV-04,AZL Single Point Load Cell,1,visible,"The Laumas AZL is an aluminum alloy single-point load cell for 400 to 400 mm platforms, offering capacities from 10 to 100 kg with OIML R60 C3/C4 certification and IP65 protection. NTEP-approved and ATEX/IECEx certified on request, it is a versatile choice for medium-capacity platform scales in commercial and industrial weighing applications.","<p>The AZL is a widely used single-point load cell designed for the popular 400 - 400 mm platform size, covering capacities from 10 to 100 kg with OIML R60 C3/C4 accuracy class certification. Its NTEP approval makes it a trusted choice for legal-for-trade platform scales in North America, where certified accuracy is required for commercial transactions. A single AZL placed at the center of the platform accurately compensates for off-center loading across the entire platform surface, eliminating the need for multiple load cells and reducing system complexity and cost. ATEX/IECEx hazardous area versions further broaden its industrial applicability.</p>
<p><strong>Most Common Applications:</strong> Commercial platform scales, floor scales, retail trade scales, OEM scale manufacturing, industrial process weighing, counting scales.</p>
",Load Cells & Force Sensors > Single Point Load Cells,"Retail & Commerce, Food & Beverage, Manufacturing, Logistics & Warehousing, Chemical Processing, Agriculture",https://www.massload.com/wp-content/uploads/2026/03/AZL-single-point-load-cells-for-platforms-hq.jpg,,,woocommerce,,,"<p> <ul>
 <li><strong>400 - 400 mm Platform Compatibility:</strong> Designed for standard mid-size platform footprints, making it one of the most commonly specified single-point load cells for retail, industrial, and OEM platform scale applications.</li>
 <li><strong>NTEP Certified:</strong> Approved for legal-for-trade use in North America, enabling use in certified commercial scales across Canadian and U.S. markets.</li>
 <li><strong>C3/C4 Accuracy Class:</strong> Meets OIML R60 C3 standard across the full range, with C4 accuracy available for AZL models at 15, 20, 30, and 50 kg ” supporting higher-resolution legal-for-trade applications.</li>
 <li><strong>Aluminum Alloy Construction:</strong> Lightweight anodized aluminum body reduces overall scale tare weight and enables economical platform scale design and manufacturing.</li>
 <li><strong>ATEX / IECEx Available:</strong> Explosion-proof versions available for use in classified hazardous area environments, extending the AZL's suitability to chemical and oil & gas applications.</li>
 </ul></p>",,Capacities|Accuracy|Safe Overload|Ultimate Overload|Full Scale|Output|Maximum Excitation|Operating Temperature|Compensated Temperature|Sealing Standard|Non Linearity|Material|Protective Coating|Bridge Resistance ,,<p>Not sure if it’s the right fit? Start with the specs below. <p>,AZL Single Point Load Cell,Datasheet|Installation Guidelines,https://www.massload.com/wp-content/uploads/2026/03/Laumas-AZL_DataSheet.pdf| https://www.massload.com/wp-content/uploads/2026/03/AZL_InstallationGuidelines.pdf,,,
simple,SKU-ADV-05,AZLI Single Point Load Cell,1,visible,"The Laumas AZLI is a high-precision 17-4PH stainless steel single-point load cell supporting 400 Ã— 400 mm platforms (10-50 kg) and 800 Ã— 800 mm platforms (100-500 kg), with OIML R60 C3/C4 certification and IP68 protection. NTEP and FM HazLoc approved, it is the stainless steel upgrade for demanding environments requiring corrosion resistance and higher accuracy.","
<p> AZLI takes the proven AZL single-point platform load cell design and upgrades it to 17-4PH stainless steel with full IP68 immersion protection, making it the premier choice for platform scales that must operate in harsh, wet, or hygienic environments. With support for both 400 - 400 mm and 800 - 800 mm platform sizes across a capacity range of 10 to 500 kg, the AZLI covers a wide range of commercial and industrial weighing applications. Its combination of NTEP (USA/Canada), FM HazLoc, OIML R60, ATEX, and IECEx certifications makes it one of the most comprehensively certified single-point load cells in its class.</p>
<p><strong>Most Common Applications:</strong> Stainless steel platform scales, washdown-rated floor scales, food-grade retail and industrial scales, certified outdoor platform scales, hazardous area weighing.</p>",Load Cells & Force Sensors > Single Point Load Cells,"Food & Beverage, Pharmaceutical, Chemical Processing, Retail & Commerce, Manufacturing, Oil & Gas",https://www.massload.com/wp-content/uploads/2026/03/AZLI-Single-Point-Load-Cell.jpg,,,woocommerce,,,"<p> <ul>
 <li><strong>Dual Platform Size Coverage:</strong> Serves both 400 - 400 mm platforms (10 to 50 kg) and larger 800 - 800 mm platforms (100 to 500 kg) in a single product family, providing flexibility for a wide range of scale sizes.</li>
 <li><strong>17-4PH Stainless Steel:</strong> Premium precipitation-hardened stainless steel construction provides superior corrosion resistance and mechanical strength, ideal for washdown, hygienic, and outdoor environments.</li>
 <li><strong>IP68 Protection:</strong> Fully rated for continuous immersion, ensuring reliable performance in wet pits, outdoor installations, and high-pressure washdown environments.</li>
 <li><strong>NTEP & FM HazLoc Certified:</strong> Approved for legal-for-trade commercial weighing in North America and certified for hazardous area installations in both the USA and Canada, making it one of the most compliance-ready single-point load cells available.</li>
 <li><strong>C3/C4 Accuracy Class:</strong> OIML R60 C3/C4 dual accuracy class with combined error ±0.02% (0.017% C4) for the highest precision legal-for-trade platform weighing.</li>
 </ul></p>",,Capacities|Accuracy|Safe Overload|Ultimate Overload|Full Scale|Output|Maximum Excitation|Operating Temperature|Compensated Temperature|Sealing Standard|Non Linearity|Material|Protective Coating|Bridge Resistance ,,<p>Not sure if it’s the right fit? Start with the specs below. <p>,AZLI Single Point Load Cell,Datasheet|Installation Guidelines,https://www.massload.com/wp-content/uploads/2026/03/Laumas-AZLI_DataSheet.pdf|https://www.massload.com/wp-content/uploads/2026/03/AZLI_InstallationGuidelines.pdf,,,
simple,SKU-ADV-06,108AA Single Point Load Cell,1,visible,"The Anyload 108AA is a compact aluminum single-point load cell for ultra-low-capacity applications, available in capacities from 100 g to 5 kg with IP66 protection and CE/RoHS certification. Its small, lightweight design makes it ideal for precision OEM weighing instruments, laboratory scales, and light-duty bench scales.","<p>The 108AA is a compact, reliable aluminum single-point load cell built for the lightest end of the weighing spectrum from 100 grams to 5 kilograms. Designed for OEM integration into precision instruments, it features IP66 environmental sealing and a 1.0 mV/V full-scale output optimized for high-accuracy signal conditioning electronics. Its small physical profile simplifies integration into compact scale housings, and a compensated temperature range of -10°C to +40°C ensures stable measurement across typical indoor operating conditions. CE, RoHS, and Ex(NEPSI) certifications support global deployment in both standard and light hazardous environments.</p>
<p><strong>Most Common Applications:</strong> Laboratory balances, precision OEM scales, jewelry scales, postal scales, micro-dosing and dispensing systems, bench scales.</p>",Load Cells & Force Sensors > Single Point Load Cells,"Laboratory & Scientific, Pharmaceutical, Jewelry & Precious Metals, Retail & Commerce, Medical, Food & Beverage","https://www.massload.com/wp-content/uploads/2026/03/108AA-Single-Point-Load-Cell.jpg,
https://www.massload.com/wp-content/uploads/2026/03/108AA-Load-Cell-Single-Point.jpg",,,woocommerce,,,"<p><ul>
 <li><strong>Ultra-Low Capacity Range:</strong> Available from 100 g to 5 kg, covering the lightest weighing needs for laboratory instruments, micro-dosing devices, and precision OEM applications.</li>
 <li><strong>Aluminum Construction:</strong> Lightweight anodized aluminum body minimizes the load cell's contribution to the tare weight of sensitive, low-capacity weighing instruments.</li>
 <li><strong>IP66 Protection Rating:</strong> Sealed against dust and high-pressure water jets, providing reliable performance in light industrial and commercial environments.</li>
 <li><strong>CE, RoHS, and Ex(NEPSI) Certified:</strong> Meets European conformity and hazardous substance compliance standards, with ATEX/FM/IECEx available for hazardous location applications.</li>
 <li><strong>150% Safe Overload:</strong> Built-in overload protection guards the sensor against accidental overloading in low-capacity precision applications where excess force can easily damage sensitive components.</li>
 </ul></p>",,Capacities|Accuracy|Safe Overload|Ultimate Overload|Full Scale|Output|Maximum Excitation|Operating Temperature|Compensated Temperature|Sealing Standard|Non Linearity|Material|Protective Coating|Bridge Resistance ,,<p>Not sure if it’s the right fit? Start with the specs below. <p>,108AA Single Point Load Cell,Datasheet|Technical Drawings 1 - 5 kg|Technical Drawings  100 - 500 g,https://www.massload.com/wp-content/uploads/2026/03/Anyload-108AA_DataSheet.pdf|https://www.massload.com/wp-content/uploads/2026/03/108AA_TechnicalDrawings_1-5kg.rar|https://www.massload.com/wp-content/uploads/2026/03/108AA_TechnicalDrawings_100-500g.rar,,,
simple,SKU-ADV-07,108BA Single Point Load Cell,1,visible,"The Anyload 108BA is a versatile and economical aluminum single-point load cell for lower-capacity applications, available from 3 to 150 kg with OIML C3 and NTEP Class III certification and IP66 water resistance. Its interchangeable design and broad capacity range make it a cost-effective solution for retail scales, OEM systems, and light industrial platform applications.","<p>The Anyload 108BA delivers OIML C3 and NTEP-certified legal-for-trade performance in an economical, easy-to-install aluminum single-point package. Spanning 3 kg to 150 kg, it covers the most common lower-capacity commercial weighing needs in a single product platform. Its superior safe overload tolerance and excellent off-center load compensation make it reliable even in busy retail, postal, and OEM environments where loads may not always be perfectly centered. The IP66 rating ensures longevity in commercial settings where routine cleaning is part of daily operations.</p>
<p><strong>Most Common Applications:</strong> Retail scales, postal and courier scales, medical and pharmaceutical scales, OEM platform scales, counting scales, airport baggage systems.</p>",Load Cells & Force Sensors > Single Point Load Cells,"Retail & Commerce, Logistics & Warehousing, Medical, Pharmaceutical, Food & Beverage, Manufacturing",https://www.massload.com/wp-content/uploads/2026/03/Anyload108BA-load-cell-single-point.jpg,,,woocommerce,,,"<p> <ul>
 <li><strong>OIML C3 & NTEP Class III Certified:</strong> Legal-for-trade approved for certified commercial weighing applications across both international and North American markets.</li>
 <li><strong>Capacities 3 to 150 kg:</strong> Covers a broad lower-capacity range suitable for retail, postal, medical, and light industrial single-point platform weighing applications.</li>
 <li><strong>IP66 Water Resistance:</strong> Dust-tight and protected against powerful water jets, suitable for commercial environments with regular cleaning or occasional exposure to moisture.</li>
 <li><strong>Economical & Versatile:</strong> Cost-effective aluminum construction without sacrificing certified accuracy, making it one of the most practical entry-level legal-for-trade single-point load cells available.</li>
 <li><strong>Broad Interchangeability:</strong> Compatible with many equivalent models from leading manufacturers, simplifying scale upgrades, repairs, and OEM system sourcing.</li>
 </ul></p>",,Capacities|Accuracy|Safe Overload|Ultimate Overload|Full Scale|Output|Maximum Excitation|Operating Temperature|Compensated Temperature|Sealing Standard|Non Linearity|Material|Protective Coating|Bridge Resistance ,,<p>Not sure if it’s the right fit? Start with the specs below. <p>,108BA Single Point Load Cell,Datasheet|Technical Drawings 50 - 150 kg|Technical Drawings 3 - 40 kg,https://www.massload.com/wp-content/uploads/2026/03/Anyload-108BA_DataSheet.pdf|https://www.massload.com/wp-content/uploads/2026/03/108BA_TechnicalDrawings_50-150kg.rar|https://www.massload.com/wp-content/uploads/2026/03/108BA_TechnicalDrawings_3-40kg.rar,,,
simple,SKU-ADV-08,108EA Single Point Load Cell,1,visible,"The Anyload 108EA is an aluminum single-point load cell for medium-low capacity platform applications, available from 30 to 300 kg with OIML and NTEP certification and IP66 water resistance. Popular for postal, retail checkout, medical, and airport baggage scales, it offers reliable performance and excellent off-center load compensation at a competitive price point.","<p>108EA is a dependable, mid-range aluminum single-point load cell suited to the wide variety of platform weighing applications that fall in the 30 to 300 kg capacity window. Its OIML and NTEP certifications qualify it for legal-for-trade commercial use, while its superior off-center load compensation delivers accurate results even when load placement varies. A critical feature in busy retail checkout, postal sorting, and airport baggage environments. With IP66 environmental protection and a proven aluminum construction, the 108EA offers a robust and economical weighing solution for both OEM manufacturers and scale service providers.</p>
<p><strong>Most Common Applications:</strong> Postal and courier scales, retail checkout scales, airport baggage scales, medical scales, OEM platform scale manufacturing.</p>",Load Cells & Force Sensors > Single Point Load Cells,"Retail & Commerce, Logistics & Warehousing, Medical, Pharmaceutical, Aviation, Food & Beverage",https://www.massload.com/wp-content/uploads/2026/03/108EA-single-point-load-sensor.webp,,,woocommerce,,,"<p> <ul>
 <li><strong>Medium-Low Capacity Range (30 to 300 kg):</strong> Covers the mid-range single-point weighing sweet spot for postal, retail, airport, and medical scale applications requiring reliable accuracy up to 300 kg.</li>
 <li><strong>OIML & NTEP Certified:</strong> Legal-for-trade approved for use in certified commercial and industrial weighing applications across international and North American markets.</li>
 <li><strong>IP66 Protection:</strong> Sealed against dust and high-pressure water jets for consistent performance in commercial settings with routine washdown or cleaning operations.</li>
 <li><strong>Excellent Off-Center Load Compensation:</strong> Moment-compensated design accurately measures load regardless of position on the platform, essential for retail checkout and postal applications where loads are rarely perfectly centered.</li>
 <li><strong>Cost-Effective Aluminum Construction:</strong> Lightweight anodized aluminum provides an excellent balance of durability, accuracy, and affordability across high-volume OEM and commercial applications.</li>
 </ul></p>",,Capacities|Accuracy|Safe Overload|Ultimate Overload|Full Scale|Output|Maximum Excitation|Operating Temperature|Compensated Temperature|Sealing Standard|Non Linearity|Material|Protective Coating|Bridge Resistance ,,<p>Not sure if it’s the right fit? Start with the specs below. <p>,108EA Single Point Load Cell,Datasheet|Technical Drawings,https://www.massload.com/wp-content/uploads/2026/03/Anyload-108EA_DataSheet.pdf|https://www.massload.com/wp-content/uploads/2026/03/108EA_TechnicalDrawings_30-300kg.rar|,,,
simple,SKU-ADV-09,108HA / 108HAUN Single Point Load Cell,1,visible,"The Anyload 108HA / 108HAUN is an aluminum single-point load cell available in capacities from 50 kg to 1 tonne, with OIML and NTEP Class III certification and IP66 protection for reliable off-center load performance in mid-to-high capacity commercial applications. The 108HA features metric mounting threads, while the 108HAUN offers UNC imperial threading for North American installations.","<p>The 108HA/108HAUN is a robust mid-to-high capacity aluminum single-point load cell offering NTEP and OIML legal-for-trade accuracy in capacities from 50 kg up to 1,000 kg. The availability of both metric (108HA) and UNC imperial (108HAUN) thread versions makes it uniquely adaptable for scale manufacturers and integrators working across different standards. With a 2.0 mV/V output, IP66 sealing, and 150% safe overload rating, the 108HA/108HAUN provides dependable, accurate service in demanding industrial floor scale, bench scale, and conveyor scale applications where off-center loading is a regular occurrence.</p>
<p><strong>Most Common Applications:</strong> Industrial floor scales, heavy-duty bench scales, conveyor scales, platform scales, OEM mid-to-high capacity scale manufacturing.</p>",Load Cells & Force Sensors > Single Point Load Cells,"Manufacturing, Logistics & Warehousing, Food & Beverage, Agriculture, Retail & Commerce, Chemical Processing",https://www.massload.com/wp-content/uploads/2026/03/108HAUN-load-sensor-single-point.webp,,,woocommerce,,,"<p> <ul>
 <li><strong>50 kg to 1 Tonne Capacity Range:</strong> Covers a wide mid-to-high capacity window ideal for floor scales, industrial platform scales, conveyor scales, and heavy-duty OEM weighing systems.</li>
 <li><strong>Metric (108HA) & Imperial UNC (108HAUN) Thread Options:</strong> Two threading versions simplify integration into both metric and imperial-standard scale structures, making it a flexible choice for global and North American OEM applications.</li>
 <li><strong>OIML & NTEP Class III Certified:</strong> Legal-for-trade approved for certified commercial and industrial weighing across international and North American markets.</li>
 <li><strong>IP66 Environmental Sealing:</strong> Dust-tight and high-pressure water-jet resistant, suitable for busy industrial and commercial environments with regular cleaning routines.</li>
 <li><strong>Superior Off-Center Load Compensation:</strong> Moment-compensated design delivers accurate weight readings regardless of where the load is placed on the platform, critical for floor scale and conveyor scale applications.</li>
 </ul></p>",,Capacities|Accuracy|Safe Overload|Ultimate Overload|Full Scale|Output|Maximum Excitation|Operating Temperature|Compensated Temperature|Sealing Standard|Non Linearity|Material|Protective Coating|Bridge Resistance ,,<p>Not sure if it’s the right fit? Start with the specs below. <p>,108HA / 108HAUN Single Point Load Cell,Datasheet|Technical Drawings,https://www.massload.com/wp-content/uploads/2026/03/Anyload-108HAUN_Datasheet.pdf|https://www.massload.com/wp-content/uploads/2026/03/108HAUN_TechnicalDrawings_50-635kg.rar,,,
simple,SKU-ADV-10,108MA / 108MAUN Single Point Load Cell,1,visible,"The Anyload 108MA / 108MAUN is a simple and affordable aluminum single-point load cell available from 50 to 660 kg, with OIML C3 and NTEP certification and IP66 protection, offering excellent corner error compensation and easy installation. The 108MA uses metric threads while the 108MAUN features UNC imperial threads.","<p>The 108MA/108MAUN is a practical, cost-effective mid-to-high-capacity aluminum single-point load cell that prioritizes ease of installation and reliable off-center load compensation. Spanning 50 to 660 kg, it serves a wide range of commercial and light industrial weighing needs, from retail platform scales to process supervision systems and packaging devices. Its direct interchangeability with big manufactures makes it a practical drop-in replacement for scale service technicians and OEM manufacturers alike, reducing sourcing complexity and downtime during system maintenance or upgrades.</p>
<p><strong>Most Common Applications:</strong> Platform and floor scales, retail trade scales, counting scales, process supervision and packaging systems, OEM scale manufacturing.</p>",Load Cells & Force Sensors > Single Point Load Cells,"Retail & Commerce, Food & Beverage, Manufacturing, Logistics & Warehousing, Chemical Processing, Agriculture",https://www.massload.com/wp-content/uploads/2026/03/108MAUN-load-cell-transducer-single-point.jpg,,,woocommerce,,,"<p> <ul>
 <li><strong>50 to 660 kg Capacity Range:</strong> Broadly covers mid-to-high capacity single-point weighing needs for platform scales, floor scales, process weighing, and packaging systems.</li>
 <li><strong>Metric (108MA) & Imperial UNC (108MAUN) Threading:</strong> Two thread variants serve both global metric-standard and North American imperial-standard scale and OEM manufacturing environments.</li>
 <li><strong>Interchangeable:</strong> Drop-in compatible with major industry-standard models, making it an economical and convenient option for scale upgrades, service replacements, and OEM sourcing.</li>
 <li><strong>OIML C3 & NTEP Certified:</strong> Legal-for-trade approved for certified commercial weighing applications across international and North American markets.</li>
 <li><strong>Simple Installation & Superior Side-Load Resistance:</strong> Straightforward mounting design with excellent performance against corner errors and side loading, minimizing installation complexity and service time.</li>
 </ul></p>",,Capacities|Accuracy|Safe Overload|Ultimate Overload|Full Scale|Output|Maximum Excitation|Operating Temperature|Compensated Temperature|Sealing Standard|Non Linearity|Material|Protective Coating|Bridge Resistance ,,<p>Not sure if it’s the right fit? Start with the specs below. <p>,108MA / 108MAUN Single Point Load Cell,Datasheet|Technical Drawings,https://www.massload.com/wp-content/uploads/2026/03/Anyload-108MA-108MAUN_Datasheet.pdf|https://www.massload.com/wp-content/uploads/2026/03/108MAUN_TechnicalDRawings_50-660kg.rar,,,
simple,SKU-ADV-11,108UA / 108UAUN Single Point Load Cell,1,visible,"The Anyload 108UA / 108UAUN is a versatile OIML and NTEP approved aluminum single-point load cell available from 50 to 1,000 kg, with IP66 protection and compensation for side loading and off-center loads in both static and dynamic weighing applications. The 108UA uses metric threads while the 108UAUN offers UNC imperial threads.","<p>108UA/108UAUN is a highly versatile OIML and NTEP-certified aluminum single-point load cell that covers an impressive 50 to 1,000 kg capacity range while delivering reliable performance in both dynamic and static weighing applications. Its side-load compensation and off-center loading tolerance make it well-suited for the demanding conditions of retail checkout scales, airport baggage systems, postal sorting, packaging devices, and process supervision. The load cell's exceptional interchangeability makes it a preferred sourcing solution for scale manufacturers and service companies worldwide.</p>
<p><strong>Most Common Applications:</strong> Retail checkout scales, airport baggage scales, postal and courier scales, packaging and process scales, conveyor scales, OEM platform manufacturing.</p>",Load Cells & Force Sensors > Single Point Load Cells,"Retail & Commerce, Aviation, Logistics & Warehousing, Manufacturing, Food & Beverage, Pharmaceutical","https://www.massload.com/wp-content/uploads/2026/03/108UAUN-single-point-load-cell.png,
https://www.massload.com/wp-content/uploads/2026/03/108UAUN-Single-Point-Load-Sensor.png",,,woocommerce,,,"<p> <ul>
 <li><strong>50 to 1,000 kg Versatile Capacity Range:</strong> One of the broadest ranges in the 108-series, making it suitable for a wide variety of low-to-medium capacity commercial and industrial platform weighing applications.</li>
 <li><strong>Metric (108UA) & Imperial UNC (108UAUN) Threading:</strong> Available in both metric and UNC imperial thread versions for seamless integration into global and North American scale manufacturing and service environments.</li>
 <li><strong>OIML & NTEP Class III Certified:</strong> Legal-for-trade approved for certified commercial and industrial weighing across international and North American markets.</li>
 <li><strong>Compensated for Side Loading:</strong> Engineered to perform reliably in dynamic and static applications where off-center and side loads are common, including conveyor scales, retail checkouts, and process weighing.</li>
 </ul></p>",,Capacities|Accuracy|Safe Overload|Ultimate Overload|Full Scale|Output|Maximum Excitation|Operating Temperature|Compensated Temperature|Sealing Standard|Non Linearity|Material|Protective Coating|Bridge Resistance ,,<p>Not sure if it’s the right fit? Start with the specs below. <p>,108UA / 108UAUN Single Point Load Cell,Datasheet,https://www.massload.com/wp-content/uploads/2026/03/Anyload-108UA-108UAUN_Datasheet.pdf,,,
